id,bookname,author,publish,originame,translater,ptime,pages,price,zhuangzheng,books,isbn,starts,commentcnt,weburl,bookintro,authorintro
514,查理九世11·冥府之船,雷欧幻像,浙江少年儿童出版社,无,无,2012-1,199,15.00元,平装,查理九世,9787534266720,8.0,170,https://book.douban.com/subject/7047305/,"这一次，小伙伴们登上豪华巨轮“海神之子号”，然而这场原本愉快惬意的旅行却随着时间的推移渐渐蒙上了死亡的阴影……墨多多接连的恶梦成真了，无数的人脸隔着玻璃幽幽打量着墨多多和查理。你们很 快就要死了——“海神之子”即将沉没，所有人都将被大西洋的巨浪所淹没！在少年亚瑟优美的笛声中，海神做出了令人心惊胆战的预言！人面鱼灯缓缓燃烧起来，隐隐带着黄泉的香味，所有的乘客都被迷惑了……正当小伙伴们不知所措的时候，船开入了一片寄生着无数“恶魔之卵”的“鬼火之海”！冥界的大门就此打开，海神的魔咒即将奏响，等待着墨多多的是恶魔的盛寓还是科学家的阴谋？这是一条不能回头的勇士之路！想走下去，唯有拿出勇气……","雷欧幻像  小时候不见得爱读书，却因为某本特别好看的书，而进入文字领域。信奉“想象力=创造力”；“每个大人心里都住着一个小孩子；而每个小孩心里，都有个未来的成人在静静地等候。”    这是一个大人心里的小孩子为小孩子心里的大人写的故事。希望读者们能跟随“查理九世”的冒险，体验最神奇的故事，体验那种剐开始战战兢兢、有点好奇、又有点危险的感觉……从而深深陷入文字那强大而迷人的魅力，借以获得成长的勇气与力量。"
515,一目了然,RobertHoekman,机械工业出版社,无,无,2008-1,187,39.00元,平装,None,9787111223627,7.7,680,https://book.douban.com/subject/2298856/,《一目了然Web软件显性设计之路》通过深入浅出地讲解与丰富的实际案例，帮助读者理解、掌握显性设计的精髓，可轻松熟练地设计出简单易用的基于Web的软件。.我们的用户在众多的竞争中选择了我们基于Web的软件，并投入了他们的金钱和宝贵的时间。作为回报，他们希望能满足需求并推动工作而不感到乏味。事实上，用户应该在离开电脑时仍能感到系统会有效、自觉、敏捷地运转!..幸运的是，这一切都是可能的，而且并不复杂。我们只需要从显性设计起步，做到以下几点：·提供用户所需。·让初级用户迅速转变为中级用户。·尽可能地防止出错，如出错也应友善处理。·精简和优化交互与任务流程，让最复杂的软件也能变得清晰可理解。·为支持特定行为而设计。·持续优化我们的流程与程序。,
516,设计心理学,DonaldNorman,中信出版社,"the Design of Everyday Things",无,2003-10-1,248,23.00,平装(无盘),None,9787800739255,8.2,3455,https://book.douban.com/subject/1288844/,"设计心理学，ISBN：9787800739255，作者：（美）唐纳德·A.·诺曼（Donald A. Norman）著；梅琼译；梅琼译",
517,数字信号处理教程,无,清华大学,无,无,2007-2,455,44.50元,None,None,9787302139973,7.2,89,https://book.douban.com/subject/2016015/,《数字信号处理教程(第3版)》系统地讨论了数字信号处理的基本理论、基本分析方法、基本算法和设计方法。《数字信号处理教程(第3版)》共九章。前三章讲解离散时间信号与系统的基本理论，分别讨论离散时间信号与系统、z变换与离散时间傅里叶变换以及离散傅里叶变换。第四章讨论各种快速傅里叶变换算法。第五、六、七章讨论数字滤波器的结构、理论和设计方法，包括计算机辅助设计方法。第八章讨论多抽样率数字信号处理基础。第九章讨论数字信号处理的有限字长效应。《数字信号处理教程(第3版)》条理清楚，深入浅出，有实例，便于自学。,
518,你是我最喜欢的爱情模样,无,北京联合出版公司,你是我最喜欢的爱情模样,无,2017-2-1,296,30.00元,平装,None,9787550296367,9.5,23,https://book.douban.com/subject/27088158/,这是一本描写当下年轻人感情世界的故事书。治愈系作家程沙柳讲述了30个发生在自己身边的故事，温暖、励志、感人。每一个故事都发生在我们的生活中，看完这些故事，你会找到很多和自己的生活息息相关的共鸣。这些故事或独立成篇，或有些许交织，但具有的戏剧性都不失真，恰到好处地描绘出当下都市年轻人的生活和情感状态。,程沙柳：真名段南蓬，高级产品经理。一个喜欢讲故事的暖男，一个狂热的电影发烧友，被朋友圈誉为“温暖小王子”。已出版畅销书《每一个故事的名字都叫晚安》。多个故事获得影视公司青睐，数部网剧或院线电影项目已进入拍摄筹备中。新浪微博：程沙柳-Elliot豆瓣：程沙柳微信公众号：深夜轻读
519,查理九世15·海龟岛的狩猎者,雷欧幻像,浙江少年儿童出版社,无,无,2012-7,200,15.00元,平装,查理九世,9787534269240,7.8,122,https://book.douban.com/subject/10763427/,"形似海龟的奇怪小岛上，曾经一件著名的历史悬案——受害者只留下了骨架和头发，没有一丝皮肉，就像被溶化了一样。小伙伴们刚刚上岸，吉卜赛少女就像看见魔鬼一般，声音发抖地对他们说：“死神的脚步近了！”历史悠久的圣斯丁学园，一个又一个的神 秘事件！秘密教堂竟然藏着一间骇人听闻的人骨忏悔室。老校长神秘消失，学生离奇中毒，多多成了科摩多巨蜥紧盯的食物……被称为“红发党”的学生组织似乎控制了整个学校。一切怪事在这里似乎都见怪不怪！海龟岛上究竟有着什么悲哀的故事？快与DODO冒险队一起侦破所有的谜团吧！",
520,最佳设计100细则,利德威尔,上海人民美术出版社,无,无,2005-7,212,72.00元,简裝本,None,9787532244447,8.4,261,https://book.douban.com/subject/1444838/,"本书按字母顺序编排，查阅方便，能迅速根据名称检索设计原则。对于有兴趣解决具体问题的读者，本书根据设计师常见的问题给通则作了分类。每一个原则均用双页的版式呈现。左手页包含原则简明的定义、详尽的描述、运用的例子以及运用的准则，文本的右侧有边注，提供详尽的说明和参考书目。右手页包含直观的实例和相关的图形，使读者对设计原则有更深的理解。　　完美的设计不只属于少数才华出众的人士，其实几乎所有设计师都能在设计上臻于完美。使用公认的设计原则能增加成功设计的概率。使用《最佳设计1 OO细则》，把它作为增加跨学科知识和增强设计理解力的手段，能促发奇想，找到解决设计问题的方法，更新不常使用的设计原则的记忆。最后，还可把本书用作检查设计过程和作品质量的手段。",
521,写给大家看的设计书,无,人民邮电出版社,"Robin Williams Design Workshop",无,2010-5,264,59.00元,None,None,9787115222923,8.3,538,https://book.douban.com/subject/4837333/,《写给大家看的设计书:实例与创意》是两位世界级设计师的合作经典。他们用简练有趣的语言让复杂的设计问题变得通透易懂。从标志到名片，再从广告牌到宣传册，这里汇集了你经常遇到的设计项目，以及6位明星大师的精彩设计实例。不仅能够使你在设计中有章可循，还会激发你的设计创意。《写给大家看的设计书:实例与创意》实例丰富，简明易读，适合设计专业学生以及从事设计相关行业的读者阅读。,
522,野草,鲁迅,北京联合出版公司,无,无,2014-11,78,14.00元,精装,鲁迅自编文集,9787550235748,,None,https://book.douban.com/subject/26938278/,《野草》是鲁迅的最薄、最美、再版最多的一本散文诗集，写于“五四”退潮时期。作品以隐晦的象征表达了一个启蒙思想家在白色恐怖下孤军奋战的孤寂、迷茫与疑惧，同时表达出对“糊里糊涂生、乱七八糟死的”民众的失望与希望之情。此作品区别于鲁迅其他作品的最大特征是隐含着深邃的哲理性，包含了鲁迅的全部哲学。,
523,新一代视频压缩编码标准,无,人民邮电,无,无,2009-11,287,49.00元,None,None,9787115214362,7.6,19,https://book.douban.com/subject/4137372/,H.264视频编码标准被称为新一代视频编码标准。《新一代视频压缩编码标准:H.264/AVC(第2版)》在介绍数字视频和视频编码基本原理的基础上，系统阐述了H.264/AVC标准的特点、编码器原理、解码器原理以及码流的句法和语义。根据音视频编码技术和应用发展的特点，还分别论述了H.264视频编码传输在移动通信中的应用、H.264的高保真范围扩展FRExt和H.264的可伸缩编码SVC。《新一代视频压缩编码标准:H.264/AVC(第2版)》取材新颖、内容全面，重点论述了H.264视频编码标准，还介绍了已有的若干视频编码国际标准。《新一代视频压缩编码标准:H.264/AVC(第2版)》可作为高等院校通信、广播电视专业本科生教材或教学参考书，也可供该领域的硕士生、博士生深入研究参考，还可作为视频技术、视频服务领域广大技术人员的必备参考书。,
524,自传播：为产品注入自发传播的基因,无,电子工业出版社,无,无,None,424,60.00,平装,None,9787121308420,7.4,50,https://book.douban.com/subject/26985910/,许多公司都会遇到在资源和资金有限的情况下，如何进行产品推广的难题。然而，提到推广，大部分人还停留在电视、户外、地铁广告，或者所谓微博、微信、段子之类新媒体的狭义认知阶段，很多人都忽视了产品本身所具有的强大的自传播潜力。《自传播》基于作者多年有关自传播的实践经验，对业界成功案例和相关著作文章的分析总结，第一次系统化、全方位地阐述了产品和营销自传播的方法。全书既有方法论总结，又附有详实的案例进行说明，因而非常具有实操性。作为一本讲述自传播的书籍，本书也尝试设计一些自传播的机制，打造史上为数不多的可以与读者互动的、有创意的书。,朱百宁十年互联网行业从业经历；百度前电商技术经理、百度公司品牌负责人；擅长技术、产品与营销跨界融合；产品自传播理念开创者和倡导者；自传播影响力纪录创造者（百度指数295万）；现任多家公司产品&品牌顾问。
525,文艺风象,无,长江文艺出版社,无,无,2012-11-1,128,16.80元,平装,文艺风象,9787544761123,7.6,375,https://book.douban.com/subject/27047705/,一转眼的时间，天气变得没有那么热了。领导的讲话稿里，开始出现“金风送爽，丹桂飘香”这样的句子；商店街的橱窗里，塑料模特们换上了厚实的衣服；无论酒店还是私房菜馆，都挂出了新菜的招牌，不停说着蟹满了，虾肥了。秋天真的来了。水泥墙那边、钢化玻璃窗外，一片碧云天，黄叶地。这么好的时节，我们出去走走吧。《文艺风象•秋即是旅行》是落落主编的《文艺风象》2012年第11期。本期围绕“秋游”选取的独家专访嘉宾，是著有《分开旅行：在路上遇见自己》的旅行作家陶立夏，自由撰稿人、环球旅行作者余莹，与知名画家阿梗。在秋季这样一个理想的季节中，栏目通过建立在旅行基础之上的文字绘画和摄影，系统而详细呈现了关于旅行的回忆、正在践行的旅途，与渴望展开的计划。,"•主题专访：旅行作家 陶立夏著有《分开旅行：在路上遇见自己》等•主题专访：作家 余莹自由撰稿人、环球旅行作者。“世界上最好的工作——大堡礁看护员”中国大陆唯一入围入选女性。•主题专访：画家 阿梗中国“十大新锐女漫画家”之一，2002年作品入选第五届亚洲漫画高峰会原作展，2007年受邀赴德国举办“中国四人联展”。流行人物：•歌手 丁当第19届东方风云榜传媒推荐大奖&年度十大金曲奖得主，milk Awards 2012年度大赏年度最佳女歌手。主要作者：杜欣欣 年年 玻璃洋葱 天宫雁 萧凯茵 阮筠庭 等"
